split,class,original_path,filename
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069813.jpg,ISIC_0069813.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0065605.jpg,ISIC_0065605.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001051_ISIC_0072623.jpg,aug_001051_ISIC_0072623.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001030_ISIC_0026337.jpg,aug_001030_ISIC_0026337.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068904.jpg,ISIC_0068904.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000566_ISIC_0064962.jpg,aug_000566_ISIC_0064962.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066206.jpg,ISIC_0066206.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000701_ISIC_0054240.jpg,aug_000701_ISIC_0054240.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072951.jpg,ISIC_0072951.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070836.jpg,ISIC_0070836.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0029545.jpg,ISIC_0029545.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000474_ISIC_0032164.jpg,aug_000474_ISIC_0032164.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0029342.jpg,ISIC_0029342.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055736.jpg,ISIC_0055736.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058997.jpg,ISIC_0058997.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000916_ISIC_0057233.jpg,aug_000916_ISIC_0057233.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000159_ISIC_0066221.jpg,aug_000159_ISIC_0066221.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066337.jpg,ISIC_0066337.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056730.jpg,ISIC_0056730.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000004_ISIC_0060687.jpg,aug_000004_ISIC_0060687.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068758.jpg,ISIC_0068758.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069287.jpg,ISIC_0069287.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001323_ISIC_0025824.jpg,aug_001323_ISIC_0025824.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059656.jpg,ISIC_0059656.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072581.jpg,ISIC_0072581.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001629_ISIC_0033579.jpg,aug_001629_ISIC_0033579.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0072455.jpg,ISIC_0072455.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0055194.jpg,ISIC_0055194.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000871_ISIC_0057882.jpg,aug_000871_ISIC_0057882.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067313.jpg,ISIC_0067313.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001463_ISIC_0065084.jpg,aug_001463_ISIC_0065084.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066960.jpg,ISIC_0066960.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0032991.jpg,ISIC_0032991.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000026_ISIC_0030403.jpg,aug_000026_ISIC_0030403.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064353.jpg,ISIC_0064353.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001295_ISIC_0031236.jpg,aug_001295_ISIC_0031236.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0063236.jpg,ISIC_0063236.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054917.jpg,ISIC_0054917.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000913_ISIC_0056287.jpg,aug_000913_ISIC_0056287.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0057662.jpg,ISIC_0057662.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0033747.jpg,ISIC_0033747.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069161.jpg,ISIC_0069161.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000938_ISIC_0032727.jpg,aug_000938_ISIC_0032727.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000094_ISIC_0053712.jpg,aug_000094_ISIC_0053712.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070039.jpg,ISIC_0070039.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0031175.jpg,ISIC_0031175.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0068680.jpg,ISIC_0068680.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0065207.jpg,ISIC_0065207.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0060006.jpg,ISIC_0060006.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0060135.jpg,ISIC_0060135.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000520_ISIC_0072835.jpg,aug_000520_ISIC_0072835.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062439.jpg,ISIC_0062439.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001310_ISIC_0060818.jpg,aug_001310_ISIC_0060818.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001252_ISIC_0060627.jpg,aug_001252_ISIC_0060627.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000898_ISIC_0058833.jpg,aug_000898_ISIC_0058833.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000385_ISIC_0072567.jpg,aug_000385_ISIC_0072567.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000744_ISIC_0065540.jpg,aug_000744_ISIC_0065540.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066592.jpg,ISIC_0066592.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0067454.jpg,ISIC_0067454.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001133_ISIC_0069261.jpg,aug_001133_ISIC_0069261.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0026439.jpg,ISIC_0026439.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058966.jpg,ISIC_0058966.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0061020.jpg,ISIC_0061020.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071885.jpg,ISIC_0071885.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0062874.jpg,ISIC_0062874.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0071923.jpg,ISIC_0071923.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0032850.jpg,ISIC_0032850.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069259.jpg,ISIC_0069259.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070532.jpg,ISIC_0070532.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0030514.jpg,ISIC_0030514.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0073215.jpg,ISIC_0073215.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0033271.jpg,ISIC_0033271.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001170_ISIC_0064238.jpg,aug_001170_ISIC_0064238.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064657.jpg,ISIC_0064657.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0060798.jpg,ISIC_0060798.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0066881.jpg,ISIC_0066881.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0025299.jpg,ISIC_0025299.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056099.jpg,ISIC_0056099.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070833.jpg,ISIC_0070833.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0024885.jpg,ISIC_0024885.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000542_ISIC_0027858.jpg,aug_000542_ISIC_0027858.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0034095.jpg,ISIC_0034095.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0061105.jpg,ISIC_0061105.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056146.jpg,ISIC_0056146.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000262_ISIC_0066090.jpg,aug_000262_ISIC_0066090.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0027915.jpg,ISIC_0027915.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000458_ISIC_0059121.jpg,aug_000458_ISIC_0059121.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0056731.jpg,ISIC_0056731.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0026496.jpg,ISIC_0026496.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0070231.jpg,ISIC_0070231.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0053501.jpg,ISIC_0053501.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059920.jpg,ISIC_0059920.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064884.jpg,ISIC_0064884.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001338_ISIC_0063736.jpg,aug_001338_ISIC_0063736.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0030197.jpg,ISIC_0030197.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0069000.jpg,ISIC_0069000.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001401_ISIC_0066821.jpg,aug_001401_ISIC_0066821.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000584_ISIC_0065174.jpg,aug_000584_ISIC_0065174.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0034015.jpg,ISIC_0034015.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0024632.jpg,ISIC_0024632.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0058591.jpg,ISIC_0058591.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059394.jpg,ISIC_0059394.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_001332_ISIC_0065893.jpg,aug_001332_ISIC_0065893.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059096.jpg,ISIC_0059096.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0064340.jpg,ISIC_0064340.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054036.jpg,ISIC_0054036.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0059954.jpg,ISIC_0059954.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000827_ISIC_0034026.jpg,aug_000827_ISIC_0034026.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0028542.jpg,ISIC_0028542.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000653_ISIC_0071878.jpg,aug_000653_ISIC_0071878.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0054662.jpg,ISIC_0054662.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\ISIC_0027774.jpg,ISIC_0027774.jpg
test,4. Basal Cell Carcinoma (BCC) 3323,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset_augmented\4. Basal Cell Carcinoma (BCC) 3323\aug_000375_ISIC_0061577.jpg,aug_000375_ISIC_0061577.jpg
